citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
811 F.2d 1108,1,0,1,1,law_enforcement;jurisdiction;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf | Pannell Kerr Forster, 811 F.2d 1108 (7th Cir. 1987) (one one-shot effort to"
811 F.2d 916,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (10)-1.pdf | State Savings Bank of South Carolina, 811 F.2d 916 (5th Cir. 1987), that"
811 S.W.2d 542,1,0,1,1,ex_parte;jurisdiction;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-How-does-a-party-file-1.pdf | JUDGMENTS  11, comment c (1982). This court recently reiterated that axiom in Gorman v. Life Insurance Co., 811 S.W.2d 542, 547 (Tex.), cert. denied, 502"
814 F. Supp. 325,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-THE-WESTERN-DISTRICT-OF-OKLAHOMA--CHARLES-DUSTIN-MYERS------ (1)-1.pdf | WE DARIN CONST. ENT. v. Detroit Coke Co., 814 F. Supp. 325 (W.D. N.Y."
816 F.2d 94,1,0,1,1,law_enforcement;due_process;notice;jurisdiction;rico,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | Starr, 816 F.2d 94, 98 (5th Cir.1987) (""Only a showing of intended harm will"
819 F.2d 347,1,0,1,1,law_enforcement;due_process;jurisdiction;notice;rico,RESEARCH\vLex-Vincent-IV--INTRODUCTION-14--This-civil-action-is-brought-under-the-Racketeer-Influenced-and-Corrupt-Organiz-1.pdf | under RICO. 819 F.2d 347. The First Circuit in that case acknowledged in a
819 F.3d 351,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | United States v. Weimert, 819 F.3d 351 (7th Cir. 2016)"
822 F.2d 1242,1,0,1,1,law_enforcement;notice;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-The-wife-has-not-responded-to-or-defended-against-the-husband-s-claims-in-the-divorce-proceedings--a-1.pdf | Extractive Indus., Inc., 822 F.2d 1242, 1247 (2d Cir. 1987))."
824 F.2d 1349,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-actively-transferred-funds--prepared-fraudulent-documents--and-lied-to-the-cou-1.pdf | Western Co. of North America, 824 F.2d 1349, 1356-58 (3d Cir.1987)."
825 F.2d 50,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf | (1989); United States v. Herron, 825 F.2d 50, 53-54 (5th Cir.1987). In"
825 S.W.2d 227,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf | 825 S.W.2d 227, 229 (Tex.App.-Houston [14th Dist.] 1992, writ denied). In"
826 S.W.2d 683,1,1,0,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\11.25.25 - EXHIBIT 2.pdf | One precedent illustrating civil consequences is Glass v. Glass, 826 S.W.2d 683 (Tex. App."
827 S.W.2d 9,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent--1-NO--25-0367-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS----------MOTION-FOR-REHEARI-1.pdf | under the standard established in Walker v. Packer, 827 S.W.2d 9 833,"
832 F.2d 935,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | F.Supp. 1310, 1314 n. 6 (W.D.La.1986), aff'd, 832 F.2d 935 (5th Cir.1987),"
832 S.W.2d 617,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Segal v. Southern County Mut. Ins. Co., 832 S.W.2d 617 (Tex. App. 1992)"
834 S.W.2d 439,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Am. Int'l Adjustment Co., 834 S.W.2d 439, 441 (Tex.App.-Dallas 1992, writ"
835 S.W.2d 89,1,0,1,1,law_enforcement;notice;appeal;hearing;sanctions_contempt,"RESEARCH\NO DISCLOSURE OF TESTIMONY.pdf | Smith v. Southwest Feed Yards, 835 S.W.2d 89 (Tex. 1992)"
836 F.2d 60,1,0,1,1,rico;lockout_eviction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-The-complaint-alleges-that-Defendants-knowingly-agreed-to-participate-in-the-racketeering-enterprise-1.pdf | U.S. v. Benevento, 836 F.2d 60 (2nd Cir. 1987)"
836 F.3d 1340,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf | Ray v. Spirit Airlines, Inc., 836 F.3d 1340 (11th Cir. 2016)"
838 F.2d 759,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.pdf | v. Ascarrunz, 838 F.2d 759 (5th Cir. 1988), so reliance on its specific facts or"
839 F.2d 1124,1,0,1,1,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | Daniel v. Ferguson, 839 F.2d 1124 (5th Cir. 1988)"
841 S.W.2d 385,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-NO--322-744263-23---NO--322-744538-23-ITMOMO-Morgan-Michelle-Myers-v-Charles-Dustin-Myers-MOTION-TO--1.pdf | Trevino v. State, 841 S.W.2d 385 (Tex. Crim. App. 1992)"
841 S.W.2d 437,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | International Ins. Co. v. Dresser Industries, Inc., 841 S.W.2d 437 (Tex. App."
843 F.2d 821,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.pdf | Fredeman Litigation, In re, 843 F.2d 821 (5th Cir. 1988)"
843 F.3d 325,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-If-someone-in-oklahoma-invites-someone-to-his-house-and-that-person-lives-in-Texas--and-their-whole--1.pdf | Lakes Gas Transmission Ltd. P'ship v. Essar Steel Minn. LLC, 843 F.3d 325,"
844 F.2d 1122,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | Landry v. Lynaugh, 844 F.2d 1122, 1124 n.8 (5th Cir. 1988) (taking judicial"
844 F.2d 660,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-alleges-an-ongoing-enterprise--an-unfulfilled-objective--and-a-real-risk-of-further-predica-1.pdf | States v. Kirk, 844 F.2d 660, 664 (9th Cir.) (predicate acts may constitute"
845 F.2d 1360,1,0,1,1,law_enforcement;due_process;jurisdiction;notice;rico,"RESEARCH\vLex-Vincent-IV--INTRODUCTION--1--This-matter-highlights-an-egregious-and-malicious-series-of-actions-taken-by-th-1.pdf | communication must be interstate. Smith v. Ayres, 845 F.2d 1360, 1366 (5th"
845 F.2d 755,1,0,1,1,law_enforcement;jurisdiction;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf | string of cases illustrating this: e.g., Jones v. Lampe, 845 F.2d 755 (7th Cir."
846 F. Supp. 1482,1,0,1,1,law_enforcement;jurisdiction;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf | Voelkel v. Gen. Motors Corp., 846 F. Supp. 1482, 1483 (D. Kan. 1994)"
847 F.2d 251,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour-1.pdf | 7, 847 F.2d 251, 254-55 (5th Cir. 1988) (affirming dismissal of RICO claim"
851 F.2d 520,1,0,1,1,rico;lockout_eviction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-complaint-assigns-distinct-roles-to-each-defendant--Myers-as-drafter-and-beneficiary-of-false-do-1.pdf | Neither overt acts, United States v. Torres Lopez, 851 F.2d 520, 525 (1st Cir."
854 F.3d 341,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Myers-transferred--1-576-from-a-joint-marital-account-to-Branthoover-s-PayPal-account--and-used-thos-1.pdf | United States v. Myers, 854 F.3d 341 (6th Cir. 2017)"
854 S.W.2d 134,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa-1.pdf | discretion in some manner. Cooke v. Millard, 854 S.W.2d 134, 135 (Tex. App.-"
858 S.W.2d 337,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | grounds alone. McConnell v. Southside Indep. Sch. Dist., 858 S.W.2d 337,"
86 F.3d 277,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRJCT-COURT-FOR-THE-WESTERN-DISTRJCT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-1.pdf | United States v. Dinome, 86 F.3d 277, 283 (2d Cir.1996)."
86 S.W.3d 592,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-MANDAMUS-1--JUDGE-KAITCER--1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--1.pdf | indisputable right to the relief sought.' State v. Patrick, 86 S.W.3d 592, 594"
861 F.3d 748,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-If-someone-in-oklahoma-invites-someone-to-his-house-and-that-person-lives-in-Texas--and-their-whole--1.pdf | plaintiff's properly pleaded complaint. Markham v. Wertin, 861 F.3d 748, 754"
862 F.2d 1213,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRJCT-COURT-FOR-THE-WESTERN-DISTRJCT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-1.pdf | Enters., Inc. v. Int'l Coffee Corp., 862 F.2d 1213, 1217 (5th Cir.1989). Thus, a"
862 F.3d 1157,1,0,1,1,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | United States v. Sierra Pac. Indus., Inc., 862 F.3d 1157 (9th Cir. 2017); FRCP"
863 F.2d 1319,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;property_financial,"RESEARCH\vLex-Vincent-Morgan-was-in-Texas--and-Daniel-was-in-Oklahoma--and-their-scheme-involved-actions-across-state-line-1.pdf | United States v. Muskovsky, 863 F.2d 1319 (7th Cir. 1988), cert. denied, 489"
865 F.2d 155,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf | 98 L.Ed. 435 (1954) (mail fraud); Lombardo v. United States, 865 F.2d 155,"
865 S.W.2d 493,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-judge-issued-orders-on-a-day-the-court-was-publicly-closed--without-a-hearing--and-without-juris-1.pdf | Greiner v. Jameson, 865 S.W.2d 493 (Tex. App. 1993)"
868 F.2d 1147,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | Grider v. Texas Oil & Gas Corp., 868 F.2d 1147 (10th Cir. 1989)"
870 F.2d 992,1,0,1,1,recusal;jurisdiction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-state-court-judge-s-authority-was-strictly-limited-by-statute-or-rule--and-the-judge-acted-outsi-1.pdf | Johnson v. Kegans, 870 F.2d 992, 995 (5th Cir.), cert. denied, 492 U.S. 921"
870 S.W.2d 663,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-judge-issued-orders-on-a-day-the-court-was-publicly-closed--without-a-hearing--and-without-juris-1.pdf | Ex parte Sealy, 870 S.W.2d 663, 667 (Tex. App.Houston [1st Dist.] 1994,"
874 S.W.2d 210,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf | Attorney General of Texas on Behalf of State v. Cartwright, 874 S.W.2d 210"
875 F.3d 179,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | 875 F.3d 179 United States v. Gibson
877 S.W.2d 482,1,0,1,1,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | Amanda v. Montgomery, 877 S.W.2d 482 (Tex. App. 1994)"
878 F.2d 1285,1,0,1,1,law_enforcement;due_process;jurisdiction;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-In-a-divorce-proceeding-that-has-not-been-finalized--if-a-third-party-fraudulently-induces-the-court-1.pdf | Valdez v. City & County of Denver, 878 F.2d 1285 (10th Cir. 1989). See (Doc."
88 S.W.3d 807,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-associate-judge-in-the-Texas-family-law-case-acted-without-a-valid-order-of-referral--as-require-1.pdf | Paso County Central Appraisal District v. Fisher, 88 S.W.3d 807 (Tex.App.-El"
883 F.2d 132,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | 639, 883 F.2d 132 (D.C. Cir. 1989), was stated as vacated by Brenner v."
883 F.2d 262,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf | (1994); United States v. Ruuska, 883 F.2d 262, 264 (3d Cir.1989). The wire"
883 F.2d 810,1,0,1,1,law_enforcement;ex_parte;jurisdiction;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-THE-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-03d92fa3-1.pdf | Lebbos v. Judges of Superior Court, 883 F.2d 810, 815 (9th Cir.1989)"
886 S.W.2d 838,1,0,1,1,ex_parte;jurisdiction;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-How-does-a-party-file-1.pdf | Absent an express grant, we do not have jurisdiction to review interlocutory orders. Hughey, 923 S.W.2d at 779; Cook v. Cook, 886 S.W.2d 838, 839"
888 F.2d 1006,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | Morley v. Cohen, 888 F.2d 1006 (4th Cir. 1989)"
889 F.3d 1153,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-specifically-pleads-ongoing-communications--threats--and-a-continuing-enterprise-with-a-ris-1.pdf | face. Emps.' Ret. Sys. of R.I. v. Williams Cos., 889 F.3d 1153, 1161 (10th"
89 F.3d 1050,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-coordinated-and-planned-the-fraudulent-acts--including-wire-fraud---1.pdf | U.S. v. Voigt, 89 F.3d 1050 (3rd Cir. 1996)"
891 S.W.2d 731,1,0,1,1,law_enforcement;due_process;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-Can-a-divorce-case-be-1.pdf | CODE ANN. 14.003(a)(2), (b)(2) (Vernon Supp. 1998); Perales v. Kinney, 891 S.W.2d 731, 733 (Tex. App. - Houston [1st Dist.] 1994, no writ). We review the trial"
897 F.2d 183,1,0,1,1,law_enforcement;due_process;notice;jurisdiction;rico,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | Howell Hydrocarbons, Inc. v. Adams, 897 F.2d 183, 191 (5th Cir. 1991)."
898 F.3d 553,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | Sys., v. EisnerAmper, L.L.P., 898 F.3d 553, 558 n.2 (5th Cir. 2018)). A court"
898 S.W.2d 251,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | McDaniel v. Yarbrough, 898 S.W.2d 251 (Tex. 1995)"
9 S.W.2d 141,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;property_financial,"RESEARCH\BEST INTERESTS.pdf | parents'); McLeod v. McLeod, 9 S.W.2d 141, 142 (Tex.Civ.App.--Eastland"
9 S.W.3d 801,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Elliott-Williams Co. v. Diaz, 9 S.W.3d 801 (Tex. 1999)"
90 S.W.3d 833,1,0,1,1,law_enforcement;ex_parte;jurisdiction;notice;temporary_orders,"RESEARCH\OAG IMPROPER ARREARS.pdf | In re T.L.K., 90 S.W.3d 833 (Tex. App. 2002)"
901 F.3d 523,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;property_financial,"RESEARCH\vLex-Vincent-In-a-scenario-where-an-individual-travels-from-Texas-to-Oklahoma-to-prepare-fraudulent-divorce-paper-1.pdf | defraud.&#34; United States v. Hoffman, 901 F.3d 523, 545 (5th Cir. 2018),"
908 F. Supp. 1494,1,0,1,1,notice;rico;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-The-complaint-alleges-an-association-in-fact-enterprise-among-Myers--Branthoover--and-Wilson--with-a-1.pdf | 908 F. Supp. 1494 (N.D. W.Va. 1996), which noted that a RICO enterprise"
909 S.W.2d 117,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | jury of less than six jurors. Hanley v. State, 909 S.W.2d 117 (Tex.App."
909 S.W.2d 192,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | S.W.2d at 895; Martin v. Black, 909 S.W.2d 192, 197 (Tex. App.-Houston"
911 F.3d 910,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | overruled by United States v. Reichel, 911 F.3d 910 (8th Cir. 2018)."
911 S.W.2d 443,1,0,1,1,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | Lawrence v. Lawrence, 911 S.W.2d 443 (Tex. App. 1995)"
915 F.2d 1230,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | 915 F.2d 1230, 1235 (9th Cir.1990), cert. denied, 498 U.S. 1096, 111 S.Ct."
915 S.W.2d 629,1,0,1,1,law_enforcement;notice;appeal;hearing;sanctions_contempt,"RESEARCH\NO DISCLOSURE OF TESTIMONY.pdf | Striegler, In Interest of, 915 S.W.2d 629 (Tex. App. 1996)"
918 F.2d 937,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | 918 F.2d 937, 941, 16 U.S.P.Q.2d 1783, 1786 (Fed."
92 S.W.3d 502,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | movant. Wal-Mart Stores, Inc. v. Rodriguez, 92 S.W.3d 502, 506 (Tex.2002);"
92 S.W.3d 870,1,0,1,1,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | deprived of liberty without due process of law. In re Houston, 92 S.W.3d 870,"
922 F.2d 1008,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | Coiro, 922 F.2d 1008, 1016 (2d Cir.), cert. denied, 501 U.S. 1217, 111 S.Ct."
922 S.W.2d 928,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | (Tex. 1985); Cavillo v. Gonzalez, 922 S.W.2d 928, 929 (Tex. 1966). The"
923 S.W.2d 740,1,0,1,1,law_enforcement;due_process;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-Can-a-divorce-case-be-1.pdf | Aguilar v. Chastain, 923 S.W.2d 740 (Tex. App. 1996)"
924 F.2d 176,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf | thereof.' Lawrence Nat'l Bank v. Edmonds (In re Edmonds), 924 F.2d 176,"
