citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
James v. Meinke | 778 F.2d 200,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | James v. Meinke, 778 F.2d 200 (5th Cir. 1985)"
James v. Underwood | 438 S.W.3d 704,1,0,1,1,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | James v. Underwood, 438 S.W.3d 704 (Tex. App. 2014)"
Jamieson v. United | 692 F.3d 435,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Myers-transferred--1-576-from-a-joint-marital-account-to-Branthoover-s-PayPal-account--and-used-thos-1.pdf | Cuellar v. United States was cited in Jamieson v. United States, 692 F.3d 435"
Jamilah v. Bass | 911 S.W.2d 890,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-s-1.pdf | Ranzau, 911 S.W.2d 890 (Tex. App. 1995); Jamilah v. Bass, 862 S.W.2d 201"
Jardon v. Pfister | 593 S.W.3d 810,1,0,1,1,law_enforcement;due_process;child_support_oag;notice;jurisdiction,"RESEARCH\vLex-Vincent-What-are-the-fundamental-types-of-legal-documents--including-petitions--responses--motions--and-orde-1.pdf | Jardon v. Pfister, 593 S.W.3d 810 (Tex. App. 2019)"
Joffroin v. Tufaro | 606 F.3d 235,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | Joffroin v. Tufaro, 606 F.3d 235 (5th Cir. 2010)"
Johnson v. Hawkins | 255 S.W.3d 394,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-record-contains-unrefuted-evidence-of-procedural-irregularities--favoritism--and-disregard-for-m-1.pdf | Johnson v. Hawkins, 255 S.W.3d 394, 398 (Tex. App.-Dallas 2008, pet."
Johnson v. Heath | 492 U.S. 229,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Plaintiff-alleged-that-after-the-initial-acts--wire-fraud--Travel-Act-violation---Defendants-continu-1.pdf | Northwestern Bell Tel. Co., 492 U.S. 229 (1989); Johnson v. Heath, 56 F.4th"
Johnson v. Heath | 998 F.2d 1534,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Plaintiff-s-allegations-describe-a-scheme-with-multiple-steps--ongoing-coordination--and-repeated-ac-1.pdf | Stone, 998 F.2d 1534, 1543 (10th Cir. 1993); Johnson v. Heath, 56 F.4th 851,"
Johnson v. Kegans | 492 U.S. 921,1,0,1,1,recusal;jurisdiction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-state-court-judge-s-authority-was-strictly-limited-by-statute-or-rule--and-the-judge-acted-outsi-1.pdf | Johnson v. Kegans, 870 F.2d 992, 995 (5th Cir.), cert. denied, 492 U.S. 921"
Johnson v. Kegans | 870 F.2d 992,1,0,1,1,recusal;jurisdiction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-state-court-judge-s-authority-was-strictly-limited-by-statute-or-rule--and-the-judge-acted-outsi-1.pdf | Johnson v. Kegans, 870 F.2d 992, 995 (5th Cir.), cert. denied, 492 U.S. 921"
Johnson v. Tenth | 280 S.W.3d 866,1,0,1,1,law_enforcement;recusal;jurisdiction;federal_court;associate_judge,"RESEARCH\vLex-Vincent-Is-a-direct-petition-for-1.pdf | Johnson v. Tenth Jud. Dist. Ct of Appeals, 280 S.W.3d 866 (Tex. Crim. App. 2008)"
Johnstone v. State | 22 S.W.3d 408,1,0,1,1,federal_court;appeal,"RESEARCH\vLex-Vincent-What-is-the-hierarchy-of-legal-authorities-in-Texas--including-the-Texas-Constitution--statutes--suc-1.pdf | Johnstone v. State, 22 S.W.3d 408, 409 (Tex.2000)); see Tex. Gov't Code Ann."
Jones v. Greninger | 188 F.3d 322,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | under Rule 12(b)(6) is de novo. Jones v. Greninger, 188 F.3d 322, 324 (5th"
Jones v. Lampe | 845 F.2d 755,1,0,1,1,law_enforcement;jurisdiction;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf | string of cases illustrating this: e.g., Jones v. Lampe, 845 F.2d 755 (7th Cir."
Jones v. Sherry | 516 S.W.3d 71,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-Answer-Short-response-While-the-plaintiff-s-allegations--if-proven--could-potentially-satisfy-the-el-1.pdf | (Walker v. Hartman, 516 S.W.3d 71 (Tex. App. 2017); Jones v. Sherry, NO."
Jones v. Smith | 470 S.W.2d 305,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa-1.pdf | Houston. [1st Dist.] 1992, orig. proceeding); Jones v. Smith, 470 S.W.2d 305,"
Jordan v. Dossey | 325 S.W.3d 700,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;property_financial,"RESEARCH\BEST INTERESTS.pdf | (quoting Jordan v. Dossey, 325 S.W.3d 700, 723 (Tex. App.-Houston [1st Dist.]"
Juarez v. Tex | 172 S.W.3d 274,1,0,1,1,law_enforcement;due_process;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-If-a-party-in-Texas-1.pdf | court's authority to dispose of cases, we may raise the issue sua sponte at any time. Juarez v. Tex. Ass'n of Sporting Officials El Paso Chapter, 172 S.W.3d 274,"
Juarez v. Texas | 172 S.W.3d 274,1,0,1,1,law_enforcement;due_process;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-If-a-party-in-Texas-1.pdf | Texas Ass'n of Bus. v. Texas Air Control Bd., 852 S.W.2d 440, 443-44 (Tex.1993); Juarez v. Texas Ass'n of Sporting Officials El Paso Chapter, 172 S.W.3d 274,"
Juarez v. Texas | 852 S.W.2d 440,1,0,1,1,law_enforcement;due_process;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-If-a-party-in-Texas-1.pdf | Texas Ass'n of Bus. v. Texas Air Control Bd., 852 S.W.2d 440, 443-44 (Tex.1993); Juarez v. Texas Ass'n of Sporting Officials El Paso Chapter, 172 S.W.3d 274,"
KEEFE v. Courtney | 655 F. Supp. 16,1,0,1,1,jurisdiction;notice;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf | O&#39;KEEFE v. Courtney, 655 F. Supp. 16 (N.D. Ill. 1985)"
Kahn v. Garcia | 89 S.W.3d 233,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf | Paquette, 89 S.W.3d 233 (Tex. App. 2002); Kahn v. Garcia, 816 S.W.2d 131"
Kearny v. Hudson | 829 F.2d 1263,1,0,1,1,law_enforcement;rico;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Defendants--fraudulent-actions-led-to-Plaintiff-being-evicted-from-his-home--which-also-served-as-hi-1.pdf | Town of Kearny v. Hudson Meadows Urban Renewal Corp., 829 F.2d 1263"
Kelly v. State | 686 S.W.2d 742,1,0,1,1,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\NO ORDER OF REFERRAL - ASSOCIATE JUDGE.pdf | Kelly v. State, 686 S.W.2d 742, 744 (Tex.App.--Austin 1985), aff'd, 724 S.W.2d"
Kendrick v. Lynaugh | 807 S.W.2d 16,1,0,1,1,law_enforcement;due_process;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-Can-a-divorce-case-be-1.pdf | 805 (Tex. App. 1991), Huntsberry v. Lynaugh, 807 S.W.2d 16 (Tex. App. 1991), and Kendrick v. Lynaugh, 804 S.W.2d 153 (Tex. App. 1990), all confirm that a"
Khalik v. United | 556 U.S. 662,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Plaintiff-s-complaint-contains-detailed-factual-allegations-regarding-the-timing--nature--and-purpos-1.pdf | 556 U.S. 662 (2009); Khalik v. United Air Lines, 671 F.3d 1188 (10th Cir."
Kniatt v. State | 556 U.S. 868,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-There-is-a-documented-pattern-of-the-court-ignoring-or-mishandling-pleadings--failing-to-address-cre-1.pdf | Co., 556 U.S. 868, 872 (2009); Kniatt v. State, 239 S.W.3d 910, 914 (Tex."
Knievel v. ESPN | 393 F.3d 1068,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRJCT-COURT-FOR-THE-WESTERN-DISTRJCT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain (1)-1.pdf | Knievel v. ESPN, 393 F.3d 1068, 1072 (9th Cir. 2005). Pro se complaints"
Kugler v. Helfant | 401 U.S. 37,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-respondent-alleges-that-the-petitioner-and-her-attorney-engaged-in-fraudulent-conduct--misrepres-1.pdf | federal plaintiff (Younger v. Harris, 401 U.S. 37 (1971); Kugler v. Helfant,"
L.C. v. Hous | 786 F.3d 400,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour-1.pdf | Gil Ramirez Grp., L. L.C. v. Hous. Indep. Sch. Dist., 786 F.3d 400 (5th Cir."
L.L.C. v. Houston | 786 F.3d 400,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour-1.pdf | L.L.C. v. Houston Indep. Sch. Dist., 786 F.3d 400, 408 (5th Cir. 2015). The"
LLC v. Aspeon | 76 F.3d 1205,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Firestone, 76 F.3d 1205 (D.C. Cir. 1996); Eminence Capital, LLC v. Aspeon,"
LLC v. Catalina | 748 F.3d 631,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | Coupon Network, LLC v. Catalina Mktg. Corp., 748 F.3d 631, 635 (5th Cir."
LLC v. City | 498 S.W.3d 53,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-Answer-Short-response-While-the-plaintiff-s-allegations--if-proven--could-potentially-satisfy-the-el-1.pdf | Ranch, LLC v. City of Lubbock, 498 S.W.3d 53 (Tex. 2016) improperly denied"
LLC v. Moayedi | 728 F.3d 463,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.pdf | v. Pratt, 728 F.3d 463 (5th Cir. 2013); Megatel Homes, LLC v. Moayedi,"
LLC v. Onoufriadis | 885 F.2d 531,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Inc., 885 F.2d 531 (9th Cir. 1989); One World, LLC v. Onoufriadis, No. 20 Civ."
Lamb v. State | 409 S.W.2d 418,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | have to be in writing. Lamb v. State, 409 S.W.2d 418 (Tex.Cr.App.1966)."
Landry v. Air | 104 F.3d 65,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (10)-1.pdf | United States v. Humphrey, 104 F.3d 65, 70 n.3 (5th Cir. 1997); Landry v. Air"
Landry v. Air | 901 F.2d 404,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | Landry v. Air Line Pilots Ass'n Intern., AFL-CIO, 901 F.2d 404 (5th Cir. 1990)"
Landry v. Airline | 488 U.S. 890,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-alleges-an-ongoing-enterprise--an-unfulfilled-objective--and-a-real-risk-of-further-predica-1.pdf | denied, 488 U.S. 890 (1988); ... Landry v. Airline Pilots Ass'n, 901 F.2d 404,"
Landry v. Airline | 901 F.2d 404,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-alleges-an-ongoing-enterprise--an-unfulfilled-objective--and-a-real-risk-of-further-predica-1.pdf | denied, 488 U.S. 890 (1988); ... Landry v. Airline Pilots Ass'n, 901 F.2d 404,"
Landry v. Lynaugh | 844 F.2d 1122,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | Landry v. Lynaugh, 844 F.2d 1122, 1124 n.8 (5th Cir. 1988) (taking judicial"
Lange v. Hocker | 940 F.2d 359,1,0,1,1,law_enforcement;jurisdiction;rico;lockout_eviction;federal_court,"RESEARCH\vLex-Vincent-The-complaint-alleges-racketeering-acts-and-threats-spanning-from-December-2023-through-at-least-May-1.pdf | Court's decision in H.J. Inc. In Lange v. Hocker, 940 F.2d 359 (8th Cir.1991),"
Lawrence v. Lawrence | 911 S.W.2d 443,1,0,1,1,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | Lawrence v. Lawrence, 911 S.W.2d 443 (Tex. App. 1995)"
Lawrence v. Woods | 432 F.2d 1072,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-NO--322-744263-23---NO--322-744538-23-ITMOMO-Morgan-Michelle-Myers-v-Charles-Dustin-Myers-MOTION-TO--1.pdf | yet, as was held in United States ex rel. Lawrence v. Woods, 432 F.2d 1072,"
Leary v. Daeschner | 349 F.3d 888,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Leary v. Daeschner, 349 F.3d 888 (6th Cir. 2003)"
Lebbos v. Judges | 883 F.2d 810,1,0,1,1,law_enforcement;ex_parte;jurisdiction;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-THE-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-03d92fa3-1.pdf | Lebbos v. Judges of Superior Court, 883 F.2d 810, 815 (9th Cir.1989)"
Legate v. Legate | 28 S.W. 281,1,0,1,1,law_enforcement;due_process;child_support_oag;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | S.W.2d 220, 221 (Tex. 1963) and Legate v. Legate, 28 S.W. 281, 282 (Tex."
Legate v. Legate | 409 S.W.2d 395,1,0,1,1,law_enforcement;due_process;child_support_oag;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | Herrera,409 S.W.2d 395 (Tex.1966), Legate v. Legate, 87 Tex. 248, 28 S.W."
Lehman v. Lucom | 727 F.3d 1326,1,0,1,1,law_enforcement;due_process;jurisdiction;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Evaluate-the-viability-of-the-complaint-filed-by-Charles-Dustin-Myers-under-the-Racketeer-Influenced-1.pdf | racketeering activity. Lehman v. Lucom, 727 F.3d 1326, 1330 (11th Cir."
Lehmann v. Har-Con | 39 S.W.3d 191,1,0,1,1,law_enforcement;due_process;child_support_oag;notice;jurisdiction,"RESEARCH\vLex-Vincent-What-are-the-fundamental-types-of-legal-documents--including-petitions--responses--motions--and-orde-1.pdf | court's intent. See Lehmann v. Har-Con Corp., 39 S.W.3d 191, 20506 (Tex."
Leithold v. Plass | 413 S.W.2d 698,1,0,1,1,due_process;jurisdiction;notice;federal_court;appeal,"RESEARCH\vLex-Vincent-What-Texas-case-law-supports-1.pdf | given wide discretion in such proceedings.' Leithold v. Plass, 413 S.W.2d 698, 701 (Tex. 1967)."
Lerner v. Fleet | 318 F.3d 113,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-Plaintiff-alleges-that-he-suffered-concrete-financial-harm--including-the-loss-of-his-home-and-b-1.pdf | defendant's violation.' Lerner v. Fleet Bank, N.A., 318 F.3d 113, 120 (2d Cir."
Lewelling v. Lewelling | 24 S.W.3d 338,1,0,1,1,law_enforcement;due_process;child_support_oag;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | 24 S.W.3d 338 (Tex. 2000); Lewelling v. Lewelling, 796 S.W.2d 164 (Tex."
Leyva v. Ace | 330 S.W.3d 6,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Leyva v. Ace Am. Ins. Co., 330 S.W.3d 6 (Tex. App. 2010)"
Lipp v. Fielding | 289 S.W.3d 844,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Mann Frankfort Stein & Lipp v. Fielding, 289 S.W.3d 844 (Tex. 2009)"
Little v. Tex | 148 S.W.3d 374,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | 166a(c); Little v. Tex. Dep't of Criminal Justice, 148 S.W.3d 374, 381 (Tex."
Little v. Texas | 148 S.W.3d 374,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Little v. Texas Dept. of Criminal Justice, 148 S.W.3d 374 (Tex. 2004)"
Livingston v. Nealy | 382 S.W.2d 511,1,0,1,1,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\vLex-Vincent-If-a-judge-orders-a-86b9e418-1.pdf | An adjudication short of a full hearing is not for the best welfare of the child.' Accord: Livingston v. Nealy, 382 S.W.2d 511, 514 (Tex.Civ.App., 1964, error ref."
Llc v. Collins | 656 F.3d 1210,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Plaintiff-s-complaint-contains-detailed-factual-allegations-regarding-the-timing--nature--and-purpos-1.pdf | Kan. Penn Gaming Llc v. Collins, 656 F.3d 1210 (10th Cir. 2011)"
Loeffler v. Appling | 991 S.W.2d 787,1,0,1,1,jurisdiction;fraud_perjury;federal_court;discovery;injunction,"RESEARCH\vLex-Vincent-What-are-the-ethical-and-legal-consequences-for-attorneys-in-Texas-who-knowingly-participate-in-or-f-1.pdf | Brown & Loeffler v. Appling Interests, 991 S.W.2d 787, 794 (Tex. 1999). 'An"
Loeffler v. Lytle | 211 S.W.3d 331,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf | Loeffler v. Lytle Independent School Dist., 211 S.W.3d 331 (Tex. App. 2006)"
Lombardo v. United | 865 F.2d 155,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf | 98 L.Ed. 435 (1954) (mail fraud); Lombardo v. United States, 865 F.2d 155,"
Lopez v. Marriott | 859 F.3d 865,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char-1.pdf | Alliance v. Hickenlooper, 859 F.3d 865 (10th Cir. 2017), Lopez v. Marriott"
Lormand v. U.S | 565 F.3d 228,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | favor of the plaintiff. Lormand v. U.S. Unwired, Inc., 565 F.3d 228, 239 (5th"
Loubser v. Thacker | 440 F.3d 439,1,0,1,1,law_enforcement;due_process;jurisdiction;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-In-a-divorce-proceeding-that-has-not-been-finalized--if-a-third-party-fraudulently-induces-the-court-1.pdf | of extensive judicial corruptionLoubser v. Thacker, 440 F.3d 439 (7th Cir."
Lovelace v. Software | 78 F.3d 1015,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | Lovelace v. Software Spectrum Inc., 78 F.3d 1015 (5th Cir. 1996)"
Lovick v. Ritemoney | 416 U.S. 232,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (7)-1.pdf | (2007); Scheuer v. Rhodes, 416 U.S. 232, 236 (1974); Lovick v. Ritemoney,"
Low v. Henry | 339 S.W.3d 74,1,0,1,1,law_enforcement;due_process;child_support_oag;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | principles. Iliff v. Iliff, 339 S.W.3d 74, 78 (Tex. 2011); Low v. Henry, 221S.W."
Low v. Henry | 446 S.W.3d 355,1,0,1,1,law_enforcement;due_process;ex_parte;notice;lockout_eviction,"RESEARCH\protective ORDER.pdf | Hosp., 446 S.W.3d 355 (Tex. 2014) and Low v. Henry, 221 S.W.3d 609 (Tex."
Ltd. v. Link | 124 S.W.3d 149,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-MANDAMUS-1--JUDGE-KAITCER--1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--1.pdf | Corp., 124 S.W.3d 149, 151 (Tex.2003) (quoting CSR Ltd. v. Link, 925 S.W.2d"
Ltd. v. Sears | 739 F. Supp. 1078,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour-1.pdf | Newport Ltd. v. Sears, Roebuck &amp; Co., 739 F. Supp. 1078 (E.D. La."
