citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
States v. Lebovitz,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | of the scheme.' Id., quoted in United States v. Lebovitz, 669 F.2d 894, 896"
States v. Lee,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Branthoover-collaborated-to-devise-a-scheme-involving-the-preparati-1.pdf | racketeering.' United States v. Lee, 374 F.3d 637, 647 (8th Cir. 2004)"
States v. Lourde,1,0,1,1,jurisdiction;notice;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-The-relevant-statute-or-local-rule-limits-the-authority-of-associate-judges-to-conduct-initial-heari-1.pdf | United States v. Lourde, CASE NO. 1:18CR80 (E.D. Tex. Mar 01, 2019)"
States v. Marchan,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | United States v. Marchan, 32 F.Supp.3d 753 (S.D. Tex. 2013)"
States v. Margiotta,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | States v. Margiotta, 688 F.2d 108, 131 (2d Cir.1982), cert. denied, 461 U.S."
States v. Merklinger,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | United States v. Merklinger, 16 F.3d 670, 678 (6th Cir. 1994); United States"
States v. Murry,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TIMELINE-OF-EVENTS-BACKGROUND-Morgan-Michelle-Myers----Myers---and-Charles-Dustin-Myers----Plaintiff-902c4461-1.pdf | United States v. Murry, 31 F.4th 1274 (10th Cir. 2022)"
States v. Naiman,1,0,1,1,rico;fraud_perjury;federal_court;property_financial;custody,"RESEARCH\vLex-Vincent-The-goal-of-the-scheme-was-to-deceive-the-Texas-courts-and-remove-Morgan-s-husband-from-the-family-h-1.pdf | victim.' (internal quotations omitted)); United States v. Naiman, 211 F.3d 40,"
States v. Nerone,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-transferred--1-576-across-state-lines-via-PayPal-from-Oklahoma-to-Daniel-Kenne-1.pdf | (121.) See United States v. Nerone, 563 F.2d 836, 854 (7th Cir. 1977)"
States v. Njoku,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | States v. Njoku, 737 F.3d 55, 6768 (5th Cir. 2013). Nor must the"
States v. Oren,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | 'to defraud' his victim. See United States v. Oren, 893 F.2d 1057, 1061 (9th"
States v. Oreto,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent----The-mother-s-attorney-prepared-the-fraudulent-agreement-and-participated-in-the-scheme-to-deprive-1.pdf | cases. See United States v. Oreto, 37 F.3d 739, 750 (1st Cir. 1994) (holding"
States v. Partida,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | payment was made in return for official acts.' United States v. Partida, 385 F."
States v. Perrin,1,0,1,1,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | the unlawful activity.' United States v. Perrin, 580 F.2d 730, 736 (5th Cir."
States v. Pharis,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | and (3) fraudulent intent.' United States v. Pharis, 298 F.3d 228, 234 (3d Cir."
States v. Phillips,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | 731 F.2d 1160, 1168 (5th Cir.1984); United States v. Phillips, 664 F.2d 971,"
States v. Posada,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | circumstances and the conduct of the defendants. United States v. Posada-
States v. Price,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | 268, 112 S.Ct. 1881, 1889, 119 L.Ed.2d 57 (1992); United States v. Price,"
States v. Prince,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | property.' United States v. Prince, 214 F.3d 740, 747-48 (6th Cir.2000)"
States v. Proffit,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | The Eighth Circuit in United States v. Proffit, 49 F.3d 404 (8th Cir. 1995)"
States v. Provenzano,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | United States v. Provenzano, 334 F.2d 678, 686 (3d Cir. 1964) (holding direct"
States v. Pullman,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-If-a-defendant-in-oklahoma-conspires-with-someone-s-wife-in-texas-to-defraud-the-husband-of-his-prop-1.pdf | United States v. Pullman, 187 F.3d 816, 820 (8th Cir. 1999) (stating"
States v. Read,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | employed in the scheme were material. United States v. Read, 710 F.3d"
States v. Redcorn,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TIMELINE-OF-EVENTS-BACKGROUND-Morgan-Michelle-Myers----Myers---and-Charles-Dustin-Myers----Plaintiff-1.pdf | communications, and (3) intent to defraud. See *United States v. Redcorn*,"
States v. Reichel,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | overruled by United States v. Reichel, 911 F.3d 910 (8th Cir. 2018)."
States v. Reifler,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | United States v. Reifler, 446 F.3d 65, 95 (2d Cir. 2006) (holding that cases"
States v. Riccobene,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Kenneth-Branthoover-collaborated-over-a-17-month-period-with-the-co-1.pdf | L.Ed.2d 246 (1981); accord United States v. Riccobene, 709 F.2d 214, 221"
States v. Rush,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | furtherance of' the scheme. See United States v. Rush, 236 F. App'x 944, 947"
States v. Ruuska,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf | (1994); United States v. Ruuska, 883 F.2d 262, 264 (3d Cir.1989). The wire"
States v. Saadey,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | United States v. Saadey, 393 F.3d 669, 676 (6th Cir.2005) (quoting Salinas v."
States v. Salcido,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Myers-transferred--1-576-from-a-joint-marital-account-to-Branthoover-s-PayPal-account--and-used-thos-1.pdf | F.3d 105, 109 (5th Cir. 1996) (same); United States v. Salcido, 33 F.3d 1244,"
States v. Sanders,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf | (N.D. Okla. Jul 01, 2025); United States v. Sanders, 928 F.2d 940, 94344"
States v. Santagata,1,0,1,1,law_enforcement;due_process;notice;jurisdiction;rico,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | charged. United States v. Santagata, 924 F.2d 391, 393-394 (1st Cir.1991)."
States v. Shaw,1,0,1,1,law_enforcement;due_process;notice;jurisdiction;rico,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | purpose of executing scheme); United States v. Shaw, 555 F.2d 1295 (5th"
States v. Shifman,1,0,1,1,rico;lockout_eviction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Myers--Branthoover--and-Wilson-engaged-in-multiple-predicate-acts--including--1--Mail-fraud--using-t-1.pdf | (64.) See United States v. Shifman, 124 F.3d 31, 36 (1st Cir. 1997) (holding"
States v. Shoff,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Myers-transferred--1-576-from-a-joint-marital-account-to-Branthoover-s-PayPal-account--and-used-thos-1.pdf | United States v. Shoff, 151 F.3d 889, 891 (8th Cir. 1998) (stating proof of"
States v. Sierra,1,0,1,1,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | United States v. Sierra Pac. Indus., Inc., 862 F.3d 1157 (9th Cir. 2017); FRCP"
States v. Socony-Vacuum,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | substantive offense. See United States v. Socony-Vacuum Oil Co., 310 U.S."
States v. Stephens,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | payment to which he was not entitled. United States v. Stephens, 964 F.2d"
States v. Stergios,1,0,1,1,rico;fraud_perjury;federal_court;property_financial;custody,"RESEARCH\vLex-Vincent-The-goal-of-the-scheme-was-to-deceive-the-Texas-courts-and-remove-Morgan-s-husband-from-the-family-h-1.pdf | See, e.g., United States v. Stergios, 659 F.3d 127, 132 (1st Cir. 2011) (stating"
States v. Tocco,1,0,1,1,rico;lockout_eviction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-complaint-assigns-distinct-roles-to-each-defendant--Myers-as-drafter-and-beneficiary-of-false-do-1.pdf | (1997). As the Third Circuit explained (as cited in United States v. Tocco,"
States v. Tomblin,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | States v. Tomblin, 46 F.3d 1369, 1382 & n. 26 (5th Cir.1995) (citing United"
States v. Torres,1,0,1,1,rico;lockout_eviction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-complaint-assigns-distinct-roles-to-each-defendant--Myers-as-drafter-and-beneficiary-of-false-do-1.pdf | Neither overt acts, United States v. Torres Lopez, 851 F.2d 520, 525 (1st Cir."
States v. Umawa,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | to convict. United States v. Umawa Oke Imo, 739 F.3d 226, 235 (5th Cir."
States v. Uni,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour-1.pdf | States v. Uni Oil, Inc., 646 F.2d 946, 953 (5th Cir. May 1981); see Sedima,"
States v. Valdez,1,0,1,1,jurisdiction;notice;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-The-relevant-statute-or-local-rule-limits-the-authority-of-associate-judges-to-conduct-initial-heari-1.pdf | United States v. Valdez, CASE NO.1:19CR21 (E.D. Tex. May 09, 2019)"
States v. Voigt,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-coordinated-and-planned-the-fraudulent-acts--including-wire-fraud---1.pdf | prosecuted as conspiracies under federal law. In United States v. Voigt, 89 F."
States v. Walker,1,0,1,1,rico;fraud_perjury;federal_court;property_financial;custody,"RESEARCH\vLex-Vincent-The-goal-of-the-scheme-was-to-deceive-the-Texas-courts-and-remove-Morgan-s-husband-from-the-family-h-1.pdf | another.' (47) ... United States v. Walker, 191 F.3d 326, 334 (2d Cir. 1999)"
States v. Webb,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | sound discretion of the trial court.' United States v. Webb, 655 F.2d 977, 979"
States v. Weimert,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | United States v. Weimert, 819 F.3d 351 (7th Cir. 2016)"
States v. Welch,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TIMELINE-OF-EVENTS-BACKGROUND-Morgan-Michelle-Myers----Myers---and-Charles-Dustin-Myers----Plaintiff-902c4461-1.pdf | (10th Cir. 1991), and United States v. Welch, 327 F.3d 1081 (10th Cir. 2003),"
States v. Whitehead,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Branthoover-collaborated-to-devise-a-scheme-involving-the-preparati-1.pdf | accord United States v. Whitehead, 618 F.2d 523, 525 n.1 (4th Cir. 1980)."
States v. Wiehoff,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | guilt beyond a reasonable doubt.' United States v. Wiehoff, 748 F.2d 1158,"
States v. Willett,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | with the intent to further the unlawful purpose. United States v. Willett, 751"
States v. Workman,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-complaint-identifies-multiple-predicate-acts--including-wire-fraud--mail-fraud--and-obstruction--1.pdf | States v. Workman, 80 F.3d 688, 702 (2d Cir. 1996) (finding RICO 'pattern'"
States v. Wright,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | Snyder, 930 F.2d at 1093; see also United States v. Wright, 797 F.2d 245,"
Steele v. Hospital,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour-1.pdf | 'intangible property interest' that RICO does not protect, Steele v. Hospital"
Stiel v. Heritage,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | records in ... prior state court proceedings."" Stiel v. Heritage Numismatic"
Stockman v. Fed,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (10)-1.pdf | 2024) (quoting Stockman v. Fed. Election Comm'n, 138 F.3d 144, 151 (5th"
Stoker v. Select,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | Stoker v. Select Portfolio Servicing, No. 3:19-cv-00909-N-BT (N.D. Tex. Mar"
Stokes v. Puckett,1,0,1,1,law_enforcement;due_process;child_support_oag;ex_parte;notice,"RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf | cases. Stokes v. Puckett, 972 S.W.2d 921, 927 (Tex.App.-Beaumont 1998, pet."
Strahan v. State,1,0,1,1,property_financial;custody;appeal,"RESEARCH\trial court is the sole judge of witness credibility.pdf | Strahan v. State, 617 S.W.3d 198 (Tex. App. 2020)"
StreetsAll. v. Hickenlooper,1,0,1,1,jurisdiction;notice;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-must-a-plaintiff-show-in-the-10th-Circuit-to-obtain-summary-judgment-on-a-RICO-claim--1.pdf | pattern (4) of racketeering activity.' Safe StreetsAll. v. Hickenlooper, 859 F."
Sullivan v. Lepage-Sullivan......cccccccssscccccceeeeesessssseeeeeeees,1,1,0,1,," | A. The backdrop of Sullivan v. Lepage-Sullivan......cccccccssscccccceeeeesessssseeeeeeees 2,3"
Sutton v. Utah,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Plaintiff-s-complaint-contains-detailed-factual-allegations-regarding-the-timing--nature--and-purpos-1.pdf | granted.' Sutton v. Utah State Sch. for Deaf & Blind, 173 F.3d 1226, 1236"
Swanson v. Bixler,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-specifically-pleads-ongoing-communications--threats--and-a-continuing-enterprise-with-a-ris-1.pdf | Swanson v. Bixler, 750 F.2d 810, 813 (10th Cir.1984)."
Switzer v. Brian,1,0,1,1,due_process;notice;hearing;property_financial;custody,"RESEARCH\vLex-Vincent-Roderick-Marx-1.pdf | (e.g., DF-14-18800 Antonio Rocha, Jr. v. Sarah Rocha; DF-15-00416 Dale Switzer v. Brian Switzer). This suggests a potential weakness in maintaining"
Tassio v. OneMain,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (9)-1.pdf | Tassio v. OneMain Fin., Inc., CIVIL ACTION NO. 4:15-CV-00484 (E.D. Tex."
Taylor v. Rothstein,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | Taylor v. Rothstein Kass & Co., Civil Action No. 3:19-CV-1594-D (N.D. Tex."
Teamsters v. Morris,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-Plaintiff-alleges-that-he-suffered-concrete-financial-harm--including-the-loss-of-his-home-and-b-1.pdf | Brotherhood of Teamsters v. Morris Incorp., 196 F.3d 818 (7th Cir. 1999)."
